Orario di rilevazione	Numero registratore di dati	Potenza [W]	Energia di oggi [kWh]	Rendimento conteggiato [kWh]	Intensità di irradiamento [W/mý]	Energia di irradiamento odierna [kWh]
2019-07-23 19:30:00	0	3525	460.883			
2019-07-23 19:40:00	0	2925	461.384			
2019-07-23 19:50:00	0	2401	461.806			
2019-07-23 20:00:00	0	1920	462.141			
2019-07-23 20:10:00	0	1573	462.388			
2019-07-23 20:20:00	0	1359	462.616			
2019-07-23 20:30:00	0	1084	462.805			
2019-07-23 20:40:00	0	765	462.961			
2019-07-23 20:50:00	0	445	463.019			
2019-07-23 21:00:00	0	151	463.07			
2019-07-23 21:10:00	0	7	463.086			
2019-07-23 21:20:00	0		463.086			
2019-07-23 21:30:00	0		463.086			
2019-07-23 21:40:00	0		463.086			
2019-07-23 21:50:00	0		463.086			
2019-07-23 22:00:00	0		463.086			
2019-07-23 22:10:00	0		463.086			
2019-07-23 22:20:00	0		463.086			
2019-07-23 22:30:00	0		463.086			
2019-07-23 22:40:00	0		463.086			
2019-07-23 22:50:00	0		463.086			
2019-07-23 23:00:00	0		463.086			
2019-07-23 23:10:00	0		463.086			
2019-07-24 11:20:00	0	92620	10.063			
2019-07-24 11:30:00	0	94165	25.8			
2019-07-24 11:40:00	0	96315	41.623			
2019-07-24 11:50:00	0	98077	58.051			
2019-07-24 12:00:00	0	99179	74.472			
2019-07-24 12:10:00	0	100298	91.234			
2019-07-24 12:20:00	0	102541	108.423			
2019-07-24 12:30:00	0	102845	125.5			
2019-07-24 12:40:00	0	104196	142.723			
2019-07-24 12:50:00	0	103485	160.134			
2019-07-24 13:00:00	0	104134	177.3			
2019-07-24 13:10:00	0	105562	195.125			
2019-07-24 13:20:00	0	106592	212.449			
2019-07-24 13:30:00	0	105694	230.301			
2019-07-24 13:40:00	0	106227	247.977			
2019-07-24 13:50:00	0	106393	265.64			
2019-07-24 14:00:00	0	106223	283.735			
2019-07-24 14:10:00	0	106702	301.427			
2019-07-24 14:20:00	0	107175	319.16			
2019-07-24 14:30:00	0	106651	336.781			
2019-07-24 14:40:00	0	103350	354.132			
2019-07-24 14:50:00	0	102225	371.156			
2019-07-24 15:00:00	0	101263	388.191			
2019-07-24 15:10:00	0	101035	405.006			
2019-07-24 15:20:00	0	99056	421.332			
2019-07-24 15:30:00	0	97820	437.796			
2019-07-24 15:40:00	0	96080	453.934			
2019-07-24 15:50:00	0	94204	469.54			
2019-07-24 16:00:00	0	92740	484.871			
2019-07-24 16:10:00	0	90491	500.301			
2019-07-24 16:20:00	0	89462	515.013			
2019-07-24 16:30:00	0	86029	529.32			
2019-07-24 16:40:00	0	87198	543.816			
2019-07-24 16:50:00	0	85409	558.23			
2019-07-24 17:00:00	0	79595	571.461			
2019-07-24 17:10:00	0	59169	581.473			
2019-07-24 17:20:00	0	66807	592.549			
2019-07-24 17:30:00	0	63692	603.226			
2019-07-24 17:40:00	0	46199	611.301			
2019-07-24 17:50:00	0	44130	618.672			
2019-07-24 18:00:00	0	36364	624.79			
2019-07-24 18:10:00	0	38601	631.171			
2019-07-24 18:20:00	0	43713	638.452			
2019-07-24 18:30:00	0	49133	646.641			
2019-07-24 18:40:00	0	43945	653.954			
2019-07-24 18:50:00	0	37795	660.371			
2019-07-24 19:00:00	0	15279	663.051			
2019-07-24 19:10:00	0	11203	664.943			
2019-07-24 19:20:00	0	8885	666.458			
2019-07-24 19:30:00	0	7274	667.697			
2019-07-24 19:40:00	0	6259	668.735			
2019-07-24 19:50:00	0	5323	669.656			
2019-07-24 20:00:00	0	4449	670.383			
2019-07-24 20:10:00	0	3560	670.985			
2019-07-24 20:20:00	0	2736	671.468			
2019-07-24 20:30:00	0	1947	671.792			
2019-07-24 20:40:00	0	1240	671.994			
2019-07-24 20:50:00	0	587	672.103			
2019-07-24 21:00:00	0	123	672.147			
2019-07-24 21:10:00	0		672.155			
2019-07-24 21:20:00	0		672.155			
2019-07-24 21:30:00	0		672.155			
2019-07-24 21:40:00	0		672.155			
2019-07-24 21:50:00	0		672.155			
2019-07-24 22:00:00	0		672.155			
2019-07-24 22:10:00	0		672.155			
2019-07-24 22:20:00	0		672.155			
2019-07-24 22:30:00	0		672.155			
2019-07-24 22:40:00	0		672.155			
2019-07-24 22:50:00	0		672.155			
2019-07-24 23:00:00	0		672.155			
2019-07-24 23:10:00	0		672.155			
2019-07-25 11:30:00	0	81065				
2019-07-25 11:40:00	0	92392	14.796			
2019-07-25 11:50:00	0	94069	30.439			
2019-07-25 12:00:00	0	95613	46.649			
2019-07-25 12:10:00	0	98115	62.97			
2019-07-25 12:20:00	0	99190	79.373			
2019-07-25 12:30:00	0	99436	95.939			
2019-07-25 12:40:00	0	99226	112.824			
2019-07-25 12:50:00	0	100716	129.278			
2019-07-25 13:00:00	0	102208	146.344			
2019-07-25 13:10:00	0	102555	163.313			
2019-07-25 13:20:00	0	101107	180.409			
2019-07-25 13:30:00	0	102381	197.458			
2019-07-25 13:40:00	0	102679	214.536			
2019-07-25 13:50:00	0	103587	231.512			
2019-07-25 14:00:00	0	102498	249.083			
2019-07-25 14:10:00	0	100145	265.515			
2019-07-25 14:20:00	0	103022	282.832			
2019-07-25 14:30:00	0	101857	299.679			
2019-07-25 14:40:00	0	100327	316.553			
2019-07-25 14:50:00	0	98501	332.938			
2019-07-25 15:00:00	0	99705	349.507			
2019-07-25 15:10:00	0	97742	365.894			
2019-07-25 15:20:00	0	95558	381.836			
2019-07-25 15:30:00	0	94549	397.391			
2019-07-25 15:40:00	0	90185	412.605			
2019-07-25 15:50:00	0	91176	427.695			
2019-07-25 16:00:00	0	88532	442.641			
2019-07-25 16:10:00	0	78888	455.823			
2019-07-25 16:20:00	0	86462	470.158			
2019-07-25 16:30:00	0	84313	484.129			
2019-07-25 16:40:00	0	81059	497.912			
2019-07-25 16:50:00	0	79485	511.171			
2019-07-25 17:00:00	0	66816	522.387			
2019-07-25 17:10:00	0	74912	534.935			
2019-07-25 17:20:00	0	63052	545.755			
2019-07-25 17:30:00	0	52057	553.969			
2019-07-25 17:40:00	0	65582	564.922			
2019-07-25 17:50:00	0	59484	574.817			
2019-07-25 18:00:00	0	56562	584.344			
2019-07-25 18:10:00	0	51332	592.98			
2019-07-25 18:20:00	0	49623	601.274			
2019-07-25 18:30:00	0	45470	608.84			
2019-07-25 18:40:00	0	40034	615.621			
2019-07-25 18:50:00	0	36145	621.647			
2019-07-25 19:00:00	0	30787	626.774			
2019-07-25 19:10:00	0	22180	630.673			
2019-07-25 19:20:00	0	17690	633.509			
2019-07-25 19:30:00	0	20227	636.91			
2019-07-25 19:40:00	0	18376	639.964			
2019-07-25 19:50:00	0	12739	642.241			
2019-07-25 20:00:00	0	4900	643.063			
2019-07-25 20:10:00	0	5158	643.932			
2019-07-25 20:20:00	0	2876	644.439			
2019-07-25 20:30:00	0	1918	644.801			
2019-07-25 20:40:00	0	1007	644.965			
2019-07-25 20:50:00	0	447	645.03			
2019-07-25 21:00:00	0	111	645.081			
2019-07-25 21:10:00	0		645.081			
2019-07-25 21:20:00	0		645.081			
2019-07-25 21:30:00	0		645.081			
2019-07-25 21:40:00	0		645.081			
2019-07-25 21:50:00	0		645.081			
2019-07-25 22:00:00	0		645.081			
2019-07-25 22:10:00	0		645.081			
2019-07-25 22:20:00	0		645.081			
2019-07-25 22:30:00	0		645.081			
2019-07-25 22:40:00	0		645.081			
2019-07-25 22:50:00	0		645.081			
2019-07-25 23:00:00	0		645.081			
2019-07-25 23:10:00	0		645.081			
2019-07-26 11:50:00	0	102081	4.239			
2019-07-26 12:00:00	0	102309	21.152			
2019-07-26 12:10:00	0	104068	38.488			
2019-07-26 12:20:00	0	106330	55.906			
2019-07-26 12:30:00	0	107904	74.004			
2019-07-26 12:40:00	0	108183	92.189			
2019-07-26 12:50:00	0	108795	110.212			
2019-07-26 13:00:00	0	107766	128.352			
2019-07-26 13:10:00	0	110909	146.473			
2019-07-26 13:20:00	0	110115	164.945			
2019-07-26 13:30:00	0	113175	183.687			
2019-07-26 13:40:00	0	113282	202.609			
2019-07-26 13:50:00	0	113172	221.46			
2019-07-26 14:00:00	0	109465	239.762			
2019-07-26 14:10:00	0	111228	258.308			
2019-07-26 14:20:00	0	110733	276.93			
2019-07-26 14:30:00	0	109377	294.871			
2019-07-26 14:40:00	0	109016	313.293			
2019-07-26 14:50:00	0	107335	330.994			
2019-07-26 15:00:00	0	105250	348.744			
2019-07-26 15:10:00	0	106574	366.543			
2019-07-26 15:20:00	0	104443	384.038			
2019-07-26 15:30:00	0	102639	400.903			
2019-07-26 15:40:00	0	101367	417.926			
2019-07-26 15:50:00	0	99166	434.656			
2019-07-26 16:00:00	0	97127	450.55			
2019-07-26 16:10:00	0	95002	466.543			
2019-07-26 16:20:00	0	90903	481.827			
2019-07-26 16:30:00	0	89170	496.649			
2019-07-26 16:40:00	0	86326	510.875			
2019-07-26 16:50:00	0	84357	525.058			
2019-07-26 17:00:00	0	80466	538.576			
2019-07-26 17:10:00	0	75666	551.271			
2019-07-26 17:20:00	0	67138	562.57			
2019-07-26 17:30:00	0	68825	574.011			
2019-07-26 17:40:00	0	56745	583.624			
2019-07-26 17:50:00	0	65651	594.704			
2019-07-26 18:00:00	0	59224	604.511			
2019-07-26 18:10:00	0	55792	613.815			
2019-07-26 18:20:00	0	50703	622.34			
2019-07-26 18:30:00	0	45701	629.906			
2019-07-26 18:40:00	0	41554	636.892			
2019-07-26 18:50:00	0	39580	643.444			
2019-07-26 19:00:00	0	35429	649.473			
2019-07-26 19:10:00	0	30809	654.609			
2019-07-26 19:20:00	0	22315	658.462			
2019-07-26 19:30:00	0	11780	660.484			
2019-07-26 19:40:00	0	14516	662.86			
2019-07-26 19:50:00	0	12199	664.934			
2019-07-26 20:00:00	0	12037	667.02			
2019-07-26 20:10:00	0	9318	668.554			
2019-07-26 20:20:00	0	7602	669.841			
2019-07-26 20:30:00	0	4862	670.683			
2019-07-26 20:40:00	0	2682	671.133			
2019-07-26 20:50:00	0	1083	671.344			
2019-07-26 21:00:00	0	99	671.378			
2019-07-26 21:10:00	0		671.378			
2019-07-26 21:20:00	0		671.378			
2019-07-26 21:30:00	0		671.378			
2019-07-26 21:40:00	0		671.378			
2019-07-26 21:50:00	0		671.378			
2019-07-26 22:00:00	0		671.378			
2019-07-26 22:10:00	0		671.378			
2019-07-26 22:20:00	0		671.378			
2019-07-26 22:30:00	0		671.378			
2019-07-26 22:40:00	0		671.378			
2019-07-26 22:50:00	0		671.378			
2019-07-26 23:00:00	0		671.378			
2019-07-26 23:10:00	0		671.378			
2019-07-27 12:50:00	0	88377	12.064			
2019-07-27 13:00:00	0	94932	27.183			
2019-07-27 13:10:00	0	103748	44.985			
2019-07-27 13:20:00	0	35503	51.065			
2019-07-27 13:30:00	0	35601	56.984			
2019-07-27 13:40:00	0	28303	61.797			
2019-07-27 13:50:00	0	14786	64.457			
2019-07-27 14:00:00	0	6646	65.458			
2019-07-27 14:10:00	0	18409	68.313			
2019-07-27 14:20:00	0	12639	70.545			
2019-07-27 14:30:00	0	3348	71.176			
2019-07-27 14:40:00	0	1056	71.35			
2019-07-27 14:50:00	0	1175	71.531			
2019-07-27 15:00:00	0	759	71.689			
2019-07-27 15:10:00	0	757	71.785			
2019-07-27 15:20:00	0	1904	72.099			
2019-07-27 15:30:00	0	3093	72.583			
2019-07-27 15:40:00	0	4347	73.298			
2019-07-27 15:50:00	0	6860	74.418			
2019-07-27 16:00:00	0	13622	76.577			
2019-07-27 16:10:00	0	20743	79.982			
2019-07-27 16:20:00	0	20220	83.382			
2019-07-27 16:30:00	0	18094	86.442			
2019-07-27 16:40:00	0	16592	89.246			
2019-07-27 16:50:00	0	15991	91.851			
2019-07-27 17:00:00	0	19002	94.97			
2019-07-27 17:10:00	0	20210	98.366			
2019-07-27 17:20:00	0	22481	102.106			
2019-07-27 17:30:00	0	28989	106.86			
2019-07-27 17:40:00	0	30027	111.836			
2019-07-27 17:50:00	0	23976	115.945			
2019-07-27 18:00:00	0	18017	119.039			
2019-07-27 18:10:00	0	19089	122.164			
2019-07-27 18:20:00	0	27506	126.552			
2019-07-27 18:30:00	0	66579	137.081			
2019-07-27 18:40:00	0	60904	147.642			
2019-07-27 18:50:00	0	47070	155.387			
2019-07-27 19:00:00	0	36269	161.658			
2019-07-27 19:10:00	0	23123	165.821			
2019-07-27 19:20:00	0	12240	167.919			
2019-07-27 19:30:00	0	8815	169.399			
2019-07-28 09:30:00	0	42031	0.498			
2019-07-28 09:40:00	0	35519	6.548			
2019-07-28 09:50:00	0	39362	13.097			
2019-07-28 10:00:00	0	59771	22.816			
2019-07-28 10:10:00	0	83791	35.94			
2019-07-28 10:20:00	0	86025	50.255			
2019-07-28 10:30:00	0	93572	65.742			
2019-07-28 10:40:00	0	97934	82.03			
2019-07-28 10:50:00	0	98161	98.519			
2019-07-28 11:00:00	0	96024	114.491			
2019-07-28 11:10:00	0	95780	130.594			
2019-07-28 11:20:00	0	104031	147.512			
2019-07-28 11:30:00	0	92008	163.131			
2019-07-28 11:40:00	0	81891	176.794			
2019-07-28 11:50:00	0	83848	190.708			
2019-07-28 12:00:00	0	90132	205.57			
2019-07-28 12:10:00	0	108647	223.459			
2019-07-28 12:20:00	0	108998	241.982			
2019-07-28 12:30:00	0	110968	260.417			
2019-07-28 12:40:00	0	114300	279.55			
2019-07-28 12:50:00	0	115588	298.712			
2019-07-28 13:00:00	0	116125	318.066			
2019-07-28 13:10:00	0	116637	337.551			
2019-07-28 13:20:00	0	115864	356.777			
2019-07-28 13:30:00	0	116378	375.899			
2019-07-28 13:40:00	0	116827	395.371			
2019-07-28 13:50:00	0	120041	415.699			
2019-07-28 14:00:00	0	111165	434.269			
2019-07-28 14:10:00	0	113440	453.061			
2019-07-28 14:20:00	0	112365	471.84			
2019-07-28 14:30:00	0	112087	490.368			
2019-07-28 14:40:00	0	113316	509.4			
2019-07-28 14:50:00	0	110796	527.9			
2019-07-28 15:00:00	0	110294	546.068			
2019-07-28 15:10:00	0	109436	564.621			
2019-07-28 15:20:00	0	109626	582.754			
2019-07-28 15:30:00	0	107099	600.789			
2019-07-28 15:40:00	0	108648	618.693			
2019-07-28 15:50:00	0	108085	636.692			
2019-07-28 16:00:00	0	103724	654.2			
2019-07-28 16:10:00	0	99639	670.597			
2019-07-28 16:20:00	0	98951	687.312			
2019-07-28 16:30:00	0	96290	703.355			
2019-07-28 16:40:00	0	93625	719.04			
2019-07-28 16:50:00	0	90867	734.125			
2019-07-28 17:00:00	0	88119	748.843			
2019-07-28 17:10:00	0	84582	763.124			
2019-07-28 17:20:00	0	81081	776.682			
2019-07-28 17:30:00	0	77760	789.661			
2019-07-28 17:40:00	0	73612	801.695			
2019-07-28 17:50:00	0	69401	813.399			
2019-07-28 18:00:00	0	65027	824.399			
2019-07-28 18:10:00	0	60907	834.545			
2019-07-28 18:20:00	0	56188	843.856			
2019-07-28 18:30:00	0	51386	852.617			
2019-07-28 18:40:00	0	45980	860.32			
2019-07-28 18:50:00	0	14601	863.016			
2019-07-29 08:10:00	0	30490	2.99			
2019-07-29 08:20:00	0	34176	8.641			
2019-07-29 08:30:00	0	37973	15.005			
2019-07-29 08:40:00	0	42457	21.949			
2019-07-29 08:50:00	0	47159	29.803			
2019-07-29 09:00:00	0	51425	38.375			
2019-07-29 09:10:00	0	55590	47.524			
2019-07-29 09:20:00	0	59781	57.489			
2019-07-29 09:30:00	0	63519	67.86			
2019-07-29 09:40:00	0	66783	79.097			
2019-07-29 09:50:00	0	70099	90.733			
2019-07-29 10:00:00	0	73625	102.867			
2019-07-29 10:10:00	0	77361	115.903			
2019-07-29 10:20:00	0	79924	129.109			
2019-07-29 10:30:00	0	82832	142.882			
2019-07-29 10:40:00	0	85389	157.02			
2019-07-29 10:50:00	0	88021	171.49			
2019-07-29 11:00:00	0	90285	186.415			
2019-07-29 11:10:00	0	92818	202.094			
2019-07-29 11:20:00	0	95105	217.68			
2019-07-29 11:30:00	0	97578	234.024			
2019-07-29 11:40:00	0	100183	250.898			
2019-07-29 11:50:00	0	101623	267.614			
2019-07-29 12:00:00	0	103851	284.973			
2019-07-29 12:10:00	0	105474	302.558			
2019-07-29 12:20:00	0	106273	320.103			
2019-07-29 12:30:00	0	106627	338.064			
2019-07-29 12:40:00	0	107296	355.797			
2019-07-29 12:50:00	0	107952	373.595			
2019-07-29 13:00:00	0	109003	391.882			
2019-07-29 13:10:00	0	109573	410.246			
2019-07-29 13:20:00	0	109462	428.335			
2019-07-29 13:30:00	0	109202	446.972			
2019-07-29 13:40:00	0	109279	465.025			
2019-07-29 13:50:00	0	108775	483.238			
2019-07-29 14:00:00	0	109080	501.488			
2019-07-29 14:10:00	0	108690	519.496			
2019-07-29 14:20:00	0	107367	537.554			
2019-07-29 14:30:00	0	106345	555.204			
2019-07-29 14:40:00	0	108113	573.044			
2019-07-29 14:50:00	0	109923	591.069			
2019-07-29 15:00:00	0	115910	610.514			
2019-07-29 15:10:00	0	81351	625.012			
2019-07-29 15:20:00	0	96995	640.573			
2019-07-29 15:30:00	0	81549	654.684			
2019-07-29 15:40:00	0	65259	665.39			
2019-07-29 15:50:00	0	70070	676.476			
2019-07-29 16:00:00	0	29121	681.334			
2019-07-29 16:10:00	0	60514	691.115			
2019-07-29 16:20:00	0	74250	703.477			
2019-07-29 16:30:00	0	75612	715.644			
2019-07-29 16:40:00	0	57584	725.757			
2019-07-29 16:50:00	0	78548	738.711			
2019-07-29 17:00:00	0	62362	749.909			
2019-07-29 17:10:00	0	59398	760.086			
2019-07-29 17:20:00	0	56141	768.603			
2019-07-29 17:30:00	0	50177	777.315			
2019-07-29 17:40:00	0	30915	782.565			
2019-07-29 17:50:00	0	54471	791.251			
2019-07-29 18:00:00	0	51170	799.819			
2019-07-29 18:10:00	0	65560	810.703			
2019-07-29 18:20:00	0	60704	820.765			
2019-07-29 18:30:00	0	58469	830.83			
2019-07-29 18:40:00	0	34051	836.796			
2019-07-29 18:50:00	0	12901	839.001			
2019-07-29 19:00:00	0	11673	840.955			
2019-07-29 19:10:00	0	14691	843.216			
2019-07-29 19:20:00	0	17179	846.3			
2019-07-29 19:30:00	0	8043	847.66			
2019-07-29 19:40:00	0	8283	849.019			
2019-07-29 19:50:00	0	8727	850.5			
2019-07-29 20:00:00	0	7675	851.794			
2019-07-29 20:10:00	0	7151	853.004			
2019-07-29 20:20:00	0	4806	853.824			
2019-07-29 20:30:00	0	3417	854.389			
2019-07-29 20:40:00	0	1935	854.734			
2019-07-29 20:50:00	0	975	854.906			
2019-07-29 21:00:00	0	220	854.966			
2019-07-29 21:10:00	0	3	854.966			
2019-07-29 21:20:00	0		854.966			
2019-07-29 21:30:00	0		854.966			
2019-07-29 21:40:00	0		854.966			
2019-07-29 21:50:00	0		854.966			
2019-07-29 22:00:00	0		854.966			
2019-07-29 22:10:00	0		854.966			
2019-07-29 22:20:00	0		854.966			
2019-07-29 22:30:00	0		854.966			
2019-07-29 22:40:00	0		854.966			
2019-07-29 22:50:00	0		854.966			
2019-07-29 23:00:00	0		854.966			
2019-07-29 23:10:00	0		854.966			
2019-07-30 13:40:00	0	108059	1.609			
2019-07-30 13:50:00	0	107355	19.242			
2019-07-30 14:00:00	0	107403	37.077			
2019-07-30 14:10:00	0	107190	55.122			
2019-07-30 14:20:00	0	106681	72.761			
2019-07-30 14:30:00	0	106433	90.515			
2019-07-30 14:40:00	0	106459	108.113			
2019-07-30 14:50:00	0	104261	125.845			
2019-07-30 15:00:00	0	103917	143.064			
2019-07-30 15:10:00	0	104595	160.606			
2019-07-30 15:20:00	0	99703	177.102			
2019-07-30 15:30:00	0	81759	190.86			
2019-07-30 15:40:00	0	104538	208.636			
2019-07-30 15:50:00	0	93837	223.941			
2019-07-30 16:00:00	0	105080	241.207			
2019-07-30 16:10:00	0	91386	257.176			
2019-07-30 16:20:00	0	79436	270.551			
2019-07-30 16:30:00	0	94963	286.394			
2019-07-30 16:40:00	0	68367	298.452			
2019-07-30 16:50:00	0	54396	306.815			
2019-07-30 17:00:00	0	84754	321.077			
2019-07-30 17:10:00	0	76957	333.921			
2019-07-30 17:20:00	0	74714	346.329			
2019-07-30 17:30:00	0	69761	358.095			
2019-07-30 17:40:00	0	68118	369.707			
2019-07-30 17:50:00	0	63370	380.102			
2019-07-30 18:00:00	0	59467	390.133			
2019-07-30 18:10:00	0	55462	399.356			
2019-07-30 18:20:00	0	51757	408.14			
2019-07-30 18:30:00	0	47750	416.126			
2019-07-30 18:40:00	0	44012	423.473			
2019-07-30 18:50:00	0	39398	430.112			
2019-07-30 19:00:00	0	35338	435.955			
2019-07-30 19:10:00	0	31073	441.282			
2019-07-30 19:20:00	0	27602	445.842			
2019-07-30 19:30:00	0	23397	449.811			
2019-07-30 19:40:00	0	19597	453.192			
2019-07-30 19:50:00	0	15886	455.827			
2019-07-30 20:00:00	0	12212	457.926			
2019-07-30 20:10:00	0	8759	459.422			
2019-07-30 20:20:00	0	6305	460.527			
2019-07-30 20:30:00	0	4001	461.198			
2019-07-30 20:40:00	0	1889	461.545			
2019-07-30 20:50:00	0	745	461.691			
2019-07-30 21:00:00	0	129	461.726			
2019-07-30 21:10:00	0		461.726			
2019-07-30 21:20:00	0		461.726			
2019-07-30 21:30:00	0		461.726			
2019-07-30 21:40:00	0		461.726			
2019-07-30 21:50:00	0		461.726			
2019-07-30 22:00:00	0		461.726			
2019-07-30 22:10:00	0		461.726			
2019-07-30 22:20:00	0		461.726			
2019-07-30 22:30:00	0		461.726			
2019-07-30 22:40:00	0		461.726			
2019-07-30 22:50:00	0		461.726			
2019-07-30 23:00:00	0		461.726			
2019-07-30 23:10:00	0		461.726			
2019-07-31 13:30:00	0	107302	11.515			
2019-07-31 13:40:00	0	82801	26.094			
2019-07-31 13:50:00	0	98671	41.891			
2019-07-31 14:00:00	0	65321	53.863			
2019-07-31 14:10:00	0	101476	67.851			
2019-07-31 14:20:00	0	111294	85.488			
2019-07-31 14:30:00	0	51885	94.865			
2019-07-31 14:40:00	0	74965	106.63			
2019-07-31 14:50:00	0	88920	122.087			
2019-07-31 15:00:00	0	89950	136.671			
2019-07-31 15:10:00	0	85461	151.22			
2019-07-31 15:20:00	0	85560	164.367			
2019-07-31 15:30:00	0	65198	176.062			
2019-07-31 15:40:00	0	74260	188.36			
2019-07-31 15:50:00	0	70318	199.904			
2019-07-31 16:00:00	0	54397	208.82			
2019-07-31 16:10:00	0	65803	219.629			
2019-07-31 16:20:00	0	79046	232.628			
2019-07-31 16:30:00	0	86426	247.434			
2019-07-31 16:40:00	0	54657	256.502			
2019-07-31 16:50:00	0	46096	264.194			
2019-07-31 17:00:00	0	40972	271.129			
2019-07-31 17:10:00	0	39638	277.878			
2019-07-31 17:20:00	0	38040	284.117			
2019-07-31 17:30:00	0	36701	290.307			
2019-07-31 17:40:00	0	33414	295.8			
2019-07-31 17:50:00	0	35037	301.739			
2019-07-31 18:00:00	0	55599	310.805			
2019-07-31 18:10:00	0	43422	318.067			
2019-07-31 18:20:00	0	47991	326.118			
2019-07-31 18:30:00	0	55340	335.309			
2019-07-31 18:40:00	0	40129	341.944			
2019-07-31 18:50:00	0	36290	348.096			
2019-07-31 19:00:00	0	34734	354.072			
2019-07-31 19:10:00	0	14636	356.622			
2019-07-31 19:20:00	0	14970	359.167			
2019-07-31 19:30:00	0	11748	361.2			
2019-07-31 19:40:00	0	8909	362.676			
2019-07-31 19:50:00	0	6961	363.852			
2019-07-31 20:00:00	0	5035	364.738			
2019-07-31 20:10:00	0	3840	365.371			
2019-07-31 20:20:00	0	3329	365.939			
2019-07-31 20:30:00	0	2437	366.356			
2019-07-31 20:40:00	0	1276	366.582			
2019-07-31 20:50:00	0	597	366.69			
2019-07-31 21:00:00	0	17	366.706			
2019-07-31 21:10:00	0		366.706			
2019-07-31 21:20:00	0		366.706			
2019-07-31 21:30:00	0		366.706			
2019-07-31 21:40:00	0		366.706			
2019-07-31 21:50:00	0		366.706			
2019-07-31 22:00:00	0		366.706			
2019-07-31 22:10:00	0		366.706			
2019-07-31 22:20:00	0		366.706			
2019-07-31 22:30:00	0		366.706			
2019-07-31 22:40:00	0		366.706			
2019-07-31 22:50:00	0		366.706			
2019-07-31 23:00:00	0		366.706			
2019-07-31 23:10:00	0		366.706			
2019-08-01 15:10:00	0	53156	4.926			
2019-08-01 15:20:00	0	46558	12.609			
2019-08-01 15:30:00	0	44932	20.265			
2019-08-01 15:40:00	0	37613	26.653			
2019-08-01 15:50:00	0	54339	35.321			
2019-08-01 16:00:00	0	54067	44.673			
2019-08-01 16:10:00	0	47250	52.707			
2019-08-01 16:20:00	0	48795	60.819			
2019-08-01 16:30:00	0	31442	66.175			
2019-08-01 16:40:00	0	33991	71.726			
2019-08-01 16:50:00	0	39960	78.286			
2019-08-01 17:00:00	0	41785	85.397			
2019-08-01 17:10:00	0	33324	91.011			
2019-08-01 17:20:00	0	32920	96.34			
2019-08-01 17:30:00	0	38333	102.8			
2019-08-01 17:40:00	0	37737	109.053			
2019-08-01 17:50:00	0	29869	113.949			
2019-08-01 18:00:00	0	46975	121.953			
2019-08-01 18:10:00	0	38689	128.414			
2019-08-01 18:20:00	0	30056	133.497			
2019-08-01 18:30:00	0	24645	137.652			
2019-08-01 18:40:00	0	37017	143.501			
2019-08-01 18:50:00	0	32547	148.989			
2019-08-01 19:00:00	0	23416	153.029			
2019-08-01 19:10:00	0	26353	157.364			
2019-08-01 19:20:00	0	19120	160.579			
2019-08-01 19:30:00	0	15575	163.17			
2019-08-01 19:40:00	0	17167	166			
2019-08-01 19:50:00	0	14164	168.421			
2019-08-01 20:00:00	0	10404	170.177			
2019-08-01 20:10:00	0	7427	171.457			
2019-08-01 20:20:00	0	5160	172.338			
2019-08-01 20:30:00	0	3068	172.867			
2019-08-01 20:40:00	0	1516	173.141			
2019-08-01 20:50:00	0	544	173.239			
2019-08-01 21:00:00	0	66	173.267			
2019-08-01 21:10:00	0		173.267			
2019-08-01 21:20:00	0		173.267			
2019-08-01 21:30:00	0		173.267			
2019-08-01 21:40:00	0		173.267			
2019-08-01 21:50:00	0		173.267			
2019-08-01 22:00:00	0		173.267			
2019-08-01 22:10:00	0		173.267			
2019-08-01 22:20:00	0		173.267			
2019-08-01 22:30:00	0		173.267			
2019-08-01 22:40:00	0		173.267			
2019-08-01 22:50:00	0		173.267			
2019-08-01 23:00:00	0		173.267			
2019-08-01 23:10:00	0		173.267			
2019-08-02 16:30:00	0	97560	6.023			
2019-08-02 16:40:00	0	60808	16.436			
2019-08-02 16:50:00	0	74518	28.931			
2019-08-02 17:00:00	0	86025	43.686			
2019-08-02 17:10:00	0	73700	55.646			
2019-08-02 17:20:00	0	27444	60.454			
2019-08-02 17:30:00	0	41981	67.108			
2019-08-02 17:40:00	0	32193	72.857			
2019-08-02 17:50:00	0	31712	78.207			
2019-08-02 18:00:00	0	21736	81.77			
2019-08-02 18:10:00	0	15306	84.524			
2019-08-02 18:20:00	0	20469	87.824			
2019-08-02 18:30:00	0	19320	91.163			
2019-08-02 18:40:00	0	9518	92.784			
2019-08-02 18:50:00	0	12045	94.765			
2019-08-02 19:00:00	0	14366	97.163			
2019-08-02 19:10:00	0	10490	98.95			
2019-08-02 19:20:00	0	18440	101.79			
2019-08-02 19:30:00	0	24630	105.989			
2019-08-02 19:40:00	0	12834	108.289			
2019-08-02 19:50:00	0	11417	110.166			
2019-08-02 20:00:00	0	11308	112.124			
2019-08-02 20:10:00	0	6667	113.236			
2019-08-02 20:20:00	0	5148	114.097			
2019-08-02 20:30:00	0	3654	114.725			
2019-08-02 20:40:00	0	1679	115.034			
2019-08-02 20:50:00	0	529	115.134			
2019-08-02 21:00:00	0	17	115.134			
2019-08-02 21:10:00	0		115.134			
